working_id,source_candidate_ids,source_name_variants,name_en_normalized,name_ko_draft,name_ko_status,vendor_body_tags,catalog_status,catalog_reason,equipment,equipment_confidence,body_part_ko,body_confidence,primary_muscles_ko,secondary_muscles_ko,muscle_confidence,recording_type,recording_confidence,source_recording_candidates,semantic_flags,source_media_count,male_source_count,female_source_count,qa_status
gvs_e65a7ca0aca68902,gvc_3efe01b055f2,Across Chest Shoulder Stretch,Across Chest Shoulder Stretch,,NOT_NEEDED,Back,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,Bodyweight,inferred_bodyweight,등,source,,,unsupported,reps,bodyweight,duration,,2,2,0,SCOPE_RESOLVED_EXCLUDED
gvs_2e242dac05494c46,gvc_9f3d9fd4dadb,Adductor Stretch,Adductor Stretch,,NOT_NEEDED,Hips,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,duration,,2,1,1,SCOPE_RESOLVED_EXCLUDED
gvs_9c8677f4f9f37b4a,gvc_34cef51c34f3,Adductors Stretch Coronal Plane,Adductors Stretch Coronal Plane,,NOT_NEEDED,Hips,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,duration,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_98c161d771d8aa7f,gvc_0722e1cc658c,Adductors Stretch Sagittal Plane,Adductors Stretch Sagittal Plane,,NOT_NEEDED,Hips,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,duration,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_1d12877c70882176,gvc_7098c998e350,Adductors Stretch Transverse Plane,Adductors Stretch Transverse Plane,,NOT_NEEDED,Hips,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,duration,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_c341915fba0a59ef,gvc_0462efe9f85e,Air Punches March,Air Punches March,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_a9e2811adda55450,gvc_89d4f5b4e5c7,All Fours Squad Stretch,All Fours Squad Stretch,,NOT_NEEDED,Thighs,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,duration,,2,1,1,SCOPE_RESOLVED_EXCLUDED
gvs_88d1872c3fd1f7ea,gvc_0243d0f707c4,Alternate Butt Kick To Knee Thrust,Alternate Butt Kick To Knee Thrust,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_32dd559284b654c0,gvc_80ce007a3d81,Alternate Foot Hopscotch,Alternate Foot Hopscotch,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_1db00ee48240c416,gvc_1bc14c6c2014,Alternate Forward Kick,Alternate Forward Kick,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_dc8081b4f626f1aa,gvc_fb54ed37ac13,Alternate Forward Step Arm Swing,Alternate Forward Step Arm Swing,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_3dd3556c0dd56756,gvc_942d27ca3ff3,Alternate Front Kick In Place,Alternate Front Kick In Place,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_5fbdf8548fb3ac26,gvc_c1e42751d9be,Alternate Front Kick In Place With Arm Circles,Alternate Front Kick In Place With Arm Circles,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_d7d5d2a2b91c18ac,gvc_da5858c2e73c,Alternate Front Step Knee Drive,Alternate Front Step Knee Drive,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_807b221754147bff,gvc_b32b99a478cc,Alternate Hamstring Curl Sky Punch,Alternate Hamstring Curl Sky Punch,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,팔,name,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_979352939bd609fb,gvc_ba9c2998c51c,Alternate High Knee Turn Sky Reach,Alternate High Knee Turn Sky Reach,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_5156da4a9db65de4,gvc_2a6ad8e34358,Alternate Knee Raise Side Reach,Alternate Knee Raise Side Reach,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,복직근,,name_high,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_c5cc53d98615081d,gvc_7bb579d6cffb,Alternate Leg Lift Double Hands Crunch,Alternate Leg Lift Double Hands Crunch,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,하체,name,복직근,,name_high,,review,,BODY_MUSCLE_FAMILY_CONFLICT,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_ee83c11225716998,gvc_fd1a59cace91,Alternate Leg Lift Tap Arms Circle,Alternate Leg Lift Tap Arms Circle,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,하체,name,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_cb1a28045e1f3ee2,gvc_17d577a102eb,Alternate Leg Lift Twist,Alternate Leg Lift Twist,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,하체,name,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_69f436a8bc786b32,gvc_bc1c89a11b05,Alternate Punching,Alternate Punching,,NOT_NEEDED,Cardio,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_7830133b8708e7a3,gvc_88a37381d062,Alternate Side Step Bend,Alternate Side Step Bend,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_9b1f822742bb3f67,gvc_c4fd895e4f1b,Alternate Side Step Jump Side Bend,Alternate Side Step Jump Side Bend,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,코어,name,복사근,코어,name_high,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_e408a5ce2050c1e4,gvc_af4de32fef9c,Alternate Twisting Knee Thrust,Alternate Twisting Knee Thrust,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_f45ff8a7af1f96e7,gvc_d99d551af744,Alternating Ankle Touch,Alternating Ankle Touch,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,2,1,1,SCOPE_RESOLVED_EXCLUDED
gvs_5ef8125126c26005,gvc_52e2a3038e69,Alternating Celebratory Knee Drives,Alternating Celebratory Knee Drives,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_c729a0f053289be6,gvc_bb616046fee5,Alternating Front Kick Forward Push,Alternating Front Kick Forward Push,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_d760f5496ca78451,gvc_55f56311ef19,Alternating Hamstring Arm Lift,Alternating Hamstring Arm Lift,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,하체,name,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_c92600cbc838d2a3,gvc_b1d2771b8df3,Alternating Hamstring Curl Double Kick,Alternating Hamstring Curl Double Kick,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,팔,name,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_d11d9b5604bdbd14,gvc_ac87f7604f73,Alternating Hamstring Curl Jack,Alternating Hamstring Curl Jack,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,팔,name,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_a28466b0857533e6,gvc_901093596671,Alternating Hamstring Curl Kick,Alternating Hamstring Curl Kick,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,팔,name,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_7941dc4894266582,gvc_af0c66eeb7d7,Alternating Hamstring Curl Overhead Clap,Alternating Hamstring Curl Overhead Clap,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,팔,name,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_03b7924482347fa2,gvc_392d3efea5c0,Alternating Hamstring Curl Pulldown,Alternating Hamstring Curl Pulldown,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,팔,name,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_08808cabe5f8952b,gvc_4e4c5587c456,Alternating Hamstring Curl With Punche,Alternating Hamstring Curl With Punche,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,팔,name,,,unsupported,,review,,,2,1,1,SCOPE_RESOLVED_EXCLUDED
gvs_8d8a3f29448defdd,gvc_5b9740f2e6b7,Alternating Hip Flexor Hamstring Stretch,Alternating Hip Flexor Hamstring Stretch,,NOT_NEEDED,,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,하체,name,,,unsupported,,review,duration,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_1b4556ecef633626,gvc_dccaf7afa9ad,Alternating Knee Thrust,Alternating Knee Thrust,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_8a08d4f05d1976da,gvc_e817e694aa56,Alternating Leg Downward Dog,Alternating Leg Downward Dog,,NOT_NEEDED,Stretching,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,하체,name,,,unsupported,,review,,,2,1,1,SCOPE_RESOLVED_EXCLUDED
gvs_d6ba5b754a5b3b29,gvc_5052a3a83ad0,Alternating Squat And Reach,Alternating Squat And Reach,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,하체,name,대퇴사두근,둔근,name_high,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_69f1ad92a529686c,gvc_e3bc799b0d00,Alternating Step Out,Alternating Step Out,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_852b677e9aeaaefc,gvc_107fd24dd81a,Alternating Tip Toe Knees,Alternating Tip Toe Knees,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_487a9ce8be616b0e,gvc_7bb78c4b2164,Animal Resting Yoga Pose,Animal Resting Yoga Pose,,NOT_NEEDED,Stretching,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_b1146658c0630832,gvc_89808526301d,Ape Traverse,Ape Traverse,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_07ea32944b98dbce,gvc_14939a9162e6,Archer Stepback,Archer Stepback,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_a37f8453396a54d3,gvc_16616624eabc,Ardha Matsyendrasana Yoga Pose,Ardha Matsyendrasana Yoga Pose,,NOT_NEEDED,Stretching,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_33b316ed9452a7a9,gvc_26c8c2a2838a,Arm Circle Stepback,Arm Circle Stepback,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,2,1,1,SCOPE_RESOLVED_EXCLUDED
gvs_1fcc01c9923eb065,gvc_0b8267ebdbb5,Arm Crossover Curtsy,Arm Crossover Curtsy,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,2,1,1,SCOPE_RESOLVED_EXCLUDED
gvs_63c5a8073b21035f,gvc_d6af2f18a534,Arm Extension Torso Twist,Arm Extension Torso Twist,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_b8ca6f8697b5870c,gvc_5c9b66f88cc9,Arm Flap March,Arm Flap March,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_32cd3a6d0202ad59,gvc_11debde653fc,Arm Raise Back Leg Swing,Arm Raise Back Leg Swing,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,하체,name,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_c2748f19bb8a90d5,gvc_d0ad2f45b944,Arm Raise Step In Place,Arm Raise Step In Place,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,2,1,1,SCOPE_RESOLVED_EXCLUDED
gvs_da5db50a1df24410,gvc_64cd8044f957,Arm Swing Forward Heel Tap,Arm Swing Forward Heel Tap,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_6a3361e92dc9c9b5,gvc_fce90e225435,Arm Swing Side Step,Arm Swing Side Step,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_0f3e735dc71af529,gvc_5a31abf3dd21,Arm Up Rotator Stretch,Arm Up Rotator Stretch,,NOT_NEEDED,Shoulders,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,Bodyweight,inferred_bodyweight,어깨,source,,,unsupported,reps,bodyweight,duration,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_69c189194d1c185d,gvc_551544b0c66b,Armless Prayer Stretch,Armless Prayer Stretch,,NOT_NEEDED,Stretching,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_474deea7185a27a7,gvc_a2b4caa70e67,Arms Circle Front Step,Arms Circle Front Step,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_6121610f5d1b7777,gvc_090fc220627d,Arms Circle Knee Raise,Arms Circle Knee Raise,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,복직근,,name_high,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_80dce6b451eb7f9a,gvc_666007df35ab,Arms Circle Marching On Spot,Arms Circle Marching On Spot,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,2,1,1,SCOPE_RESOLVED_EXCLUDED
gvs_2813c508dbeade1a,gvc_e76b7f6684bc,Arms Curl Knee Drive,Arms Curl Knee Drive,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,팔,name,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_c35653e099ba6d02,gvc_83cbee8b02a3,Arms Forward Butt Kick,Arms Forward Butt Kick,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,2,0,2,SCOPE_RESOLVED_EXCLUDED
gvs_4c4c175b39f218f3,gvc_42df857a5467,Arms Full Circle Squat,Arms Full Circle Squat,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,하체,name,대퇴사두근,둔근,name_high,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_f014b241e25cb505,gvc_60aba24f7440,Arms Lift Leg Kickback,Arms Lift Leg Kickback,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,하체,name,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_6a9bf9a78959a3af,gvc_f4e6c0acae8c,Arms Stretch On A Support,Arms Stretch On A Support,,NOT_NEEDED,Upper-Arms,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,duration,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_e8e45630b5668056,gvc_d0bc6be6b156,Arms Swing Butt Kick,Arms Swing Butt Kick,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,0,1,SCOPE_RESOLVED_EXCLUDED
gvs_d643b69a2cfd5620,gvc_682ac0dcd58f,Arms Up And Down,Arms Up And Down,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,2,1,1,SCOPE_RESOLVED_EXCLUDED
gvs_06f7e01fa1de5b6f,gvc_79ae5930588e,Arms Up Rotational Side Step,Arms Up Rotational Side Step,,NOT_NEEDED,Plyometrics,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_b7da9f0903fb7449,gvc_f8918954bbbe,Assault Bike Run,Assault Bike Run,,NOT_NEEDED,Cardio,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_9d4db1d25115ac04,gvc_4a5ef8083c98,Assault Run,Assault Run,,NOT_NEEDED,Cardio,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,,unknown,,,unsupported,,review,,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_86a93cd8ca3b7ad2,gvc_0d03acf7fdf8,Assisted Side Lying Adductors Stretch,Assisted Side Lying Adductors Stretch,,NOT_NEEDED,Hips,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,하체,source,,,unsupported,,review,duration,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_32878a45e163c969,gvc_ef9525888c73,Assisted Straight Arms Lying Stretch Chest,Assisted Straight Arms Lying Stretch Chest,,NOT_NEEDED,Back,EXCLUDE_NON_MVP,Outside gym-first weight-training MVP default search,,unknown,등,source,,,unsupported,,review,duration,,1,1,0,SCOPE_RESOLVED_EXCLUDED
gvs_c0ea00ab5b283ab3,gvc_49122419a36e,Assisted Weighted Push Up,Assisted Weighted Push Up,,NOT_NEEDED,Chest,EXCLUDE_ADDED_WEIGHT_MVP,MVP excludes added-weight bodyweight recording,,unknown,가슴,source,,,unsupported,,out_of_mvp_added_weight,reps,,1,1,0,SCOPE_RESOLVED_EXCLUDED
