working_id,source_candidate_ids,source_name_variants,name_en_normalized,name_ko_draft,name_ko_status,vendor_body_tags,catalog_status,catalog_reason,equipment,equipment_confidence,body_part_ko,body_confidence,primary_muscles_ko,secondary_muscles_ko,muscle_confidence,recording_type,recording_confidence,source_recording_candidates,semantic_flags,source_media_count,male_source_count,female_source_count,qa_status
gvs_df1742fd03cda3a5,gvc_ba096f4e32eb,Band Bent Over One Arm Kickback,Resistance Band Bent Over Single Arm Kickback,밴드 벤트오버 원암 킥백,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_ceabbc0a500e22d0,gvc_ff92dea99bed,Resistance Band Bent Over Single Arm Triceps Kickb,Resistance Band Bent Over Single Arm Triceps Kickb,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,name,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_cd7d9af00fcf7cd4,gvc_47a89bc0819d;gvc_922c1c62bfe6,Band Biceps Curl | Resistance Band Biceps Curl,Resistance Band Biceps Curl,밴드 바이셉 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,이두근,,name_high,reps,apparatus_dynamic_policy,,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_3eb6ef2970f21d51,gvc_fdd5cb67ec44,Band Bicycle Crunch,Resistance Band Bicycle Crunch,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,코어,source,복직근,,name_high,reps,apparatus_dynamic_policy,reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_1d35c88b1bf8820b,gvc_70047295a7ed,Resistance Band Bird Dog,Resistance Band Bird Dog,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_fb7df7484b214f26,gvc_43797c495a3e,Resistance Band Bulgarian Squat,Resistance Band Bulgarian Squat,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,대퇴사두근,둔근,name_high,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_62db7ed44d110046,gvc_f728aabd7bc7,Resistance Band Calf Press Sitting On Chair,Resistance Band Calf Press Seated On Chair,,MANUAL,Calves,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,종아리,,name_high,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_ed6af96cc44886aa,gvc_08ae19d5d5f0,Band Chest Fly,Resistance Band Chest Fly,밴드 체스트 플라이,AUTO_PHRASE_DRAFT,Chest,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,가슴,source,대흉근,삼두근 / 전면 삼각근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_aee284c271f0eeec,gvc_725978543ac6,Resistance Band Clam,Resistance Band Clam,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,,,unsupported,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_9105b29a32bbceb0,gvc_854c533c50a8,Band Close Grip Biceps Curl,Resistance Band Close Grip Biceps Curl,밴드 클로즈 그립 바이셉 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,이두근,,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_ca89f28460e0bc62,gvc_28ad87985268,Band Close Grip Row,Resistance Band Close Grip Row,밴드 클로즈 그립 로우,AUTO_PHRASE_DRAFT,Back,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,등,source,등 상부 / 광배근,이두근,name_high,reps,apparatus_dynamic_policy,,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_42239084b819018a,gvc_1fb2b9a29b84,Band Concentration Curl,Resistance Band Concentration Curl,밴드 컨센트레이션 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,이두근,,name_high,reps,apparatus_dynamic_policy,,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_2db5fcc48e652eee,gvc_b0a3f56c1b54,Resistance Band Concentration Curl,Resistance Band Concentration Curl,밴드 컨센트레이션 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,이두근,,name_high,reps,apparatus_dynamic_policy,,,1,0,1,AUTO_DRAFT_COMPLETE
gvs_305a77ee351d6718,gvc_47dc30aaefbd,Band Cross Abduction,Resistance Band Cross Abduction,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,,,unsupported,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_8a355e9f7e9e33e7,gvc_b7e67d0caf31,Band Cross Body One Arm Chest Press,Resistance Band Cross Body Single Arm Chest Press,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,가슴,source,대흉근,삼두근 / 전면 삼각근,name_high,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_aa7bd9e4d5a93726,gvc_1376bedcee6a,Resistance Band Cross Body Single Straight Arm Supinated Pulldown,Resistance Band Cross Body Single Straight Arm Supinated Pulldown,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,등,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_d203521f5c0da277,gvc_bc0cc1fe1009,Band Cross Chest Biceps Curl,Resistance Band Cross Chest Biceps Curl,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,이두근,,name_high,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_70acaa2028c10b9e,gvc_503a14020798,Band Deadlift,Resistance Band Deadlift,밴드 데드리프트,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,둔근 / 햄스트링,등 / 코어,name_high,reps,apparatus_dynamic_policy,,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_ca28f3a67306fbf0,gvc_5a79d687225d,Band Decline Sit Up,Resistance Band Decline Sit Up,밴드 디클라인 싯업,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,코어,source,복직근,장요근,semantic_rule_v2,reps,apparatus_dynamic_policy,reps,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_d49b6d4f8139df97,gvc_e04358bfdc6e,Resistance Band Drag Curl,Resistance Band Drag Curl,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,,,unsupported,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_d8fe39ec0fa21aaa,gvc_688dc7161ec4,Resistance Band Duck Walk,Resistance Band Duck Walk,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_11537693df5072e3,gvc_7e49d3ea8a8f,Resistance Band Elbow Plank With Single Arm Pulldo,Resistance Band Elbow Plank With Single Arm Pulldo,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,코어,name,코어,,name_high,duration,apparatus_static_policy,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_bb9fc814d112c306,gvc_97b12fb9569d,Band Face Pull,Resistance Band Face Pull,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,어깨,source,,,unsupported,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_b57334633b7652d3,gvc_3e54fbcb4a6d,Band Fixed Back Underhand Pulldown,Resistance Band Fixed Back Underhand Pulldown,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,등,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_8b36612f602bee07,gvc_6513c2cdb49c,Resistance Band Floor Hyperextension,Resistance Band Floor Hyperextension,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,등,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_c6e032974162b2b7,gvc_c26d3be4d1b9,Band Front Lateral Raise,Resistance Band Front Lateral Raise,밴드 프론트 레터럴 레이즈,AUTO_PHRASE_DRAFT,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,어깨,source,측면 삼각근,,name_high,reps,apparatus_dynamic_policy,,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_cc16b2e84233a4ca,gvc_4a5b8a4c240b,Band Front Raise,Resistance Band Front Raise,밴드 프론트 레이즈,AUTO_PHRASE_DRAFT,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,어깨,source,전면 삼각근,,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_dcc37ab871604a30,gvc_73152af5433d;gvc_8e91a9497b02,Resistance Band Glute Bridge | Resistance Band Glute Bridge (version 2),Resistance Band Glute Bridge,밴드 글루트 브리지,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,둔근,햄스트링,name_high,reps,apparatus_dynamic_policy,,,3,1,2,AUTO_DRAFT_COMPLETE
gvs_32169ed2f49f1258,gvc_190e7c8df670,Resistance Band Glute Bridge Abduction,Resistance Band Glute Bridge Abduction,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,둔근,햄스트링,name_high,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_dec02f4bb24a8a7b,gvc_573fad3ca385,Resistance Band Glute Bridge Side Tap,Resistance Band Glute Bridge Side Tap,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,둔근,햄스트링,name_high,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_de90b2e291fb9ed4,gvc_3f61a9d7a6a3,Band Good Morning,Resistance Band Good Morning,밴드 굿모닝,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_4e807755181b60b1,gvc_8e55e00c463a,Band Half Kneeling Chop,Resistance Band Half Kneeling Chop,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_9063935ec0da76c0,gvc_1b2b090311b7,Resistance Band Half Kneeling Face Pull,Resistance Band Half Kneeling Face Pull,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,어깨,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_6daca2efa6642547,gvc_512f1f3e590b,Resistance Band Hammer Curl,Resistance Band Hammer Curl,밴드 해머 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,이두근,,name_high,reps,apparatus_dynamic_policy,,,1,0,1,AUTO_DRAFT_COMPLETE
gvs_2d62f861d9514f19,gvc_c7f02f4cbdc1,Band Hammer Grip Incline Bench Two Arm Row,Resistance Band Hammer Grip Incline Bench Two Arm Row,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,등,source,등 상부 / 광배근,이두근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_a4e5fe2194df020d,gvc_aebed7346732,Band High Fly,Resistance Band High Fly,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,가슴,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_54b09dddbc51f161,gvc_b204736a488d,Band High Pulley Overhead Triceps Extension,Resistance Band High Pulley Overhead Triceps Extension,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Cable,source,팔,source,삼두근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_318d743d51a45b31,gvc_06044dd1fdec,Band Hip Abduction,Resistance Band Hip Abduction,밴드 힙 어브덕션,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,중둔근,,name_high,reps,apparatus_dynamic_policy,,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_45f161db665e1f23,gvc_05ff054daf4b,Band Hip Adduction,Resistance Band Hip Adduction,밴드 힙 어덕션,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,내전근,,name_high,reps,apparatus_dynamic_policy,,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_858e4f9491bbb552,gvc_c44ddfe19c5d,Band Hip Flexion,Resistance Band Hip Flexion,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_fa1d135c5e727b2a,gvc_bb02a66de209;gvc_cf1adbb71650;gvc_e3f35b57bb9f,Resistance Band Hip Thrusts | Resistance Band Hip Thrust | Resistance Band Hip Thrust (version 2),Resistance Band Hip Thrusts,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,,,unsupported,reps,apparatus_dynamic_policy,,,3,1,2,MANUAL_QA_REQUIRED
gvs_f7a5174b642d37a3,gvc_8e24ab5d4d9a,Resistance Band Hip Thrusts On Knees,Resistance Band Hip Thrusts On Knees,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_1f97ee2e72637d1c,gvc_aed98a2049a2,Band Horizontal Biceps Curl,Resistance Band Horizontal Biceps Curl,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,이두근,,name_high,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_bd31902dcae78f11,gvc_11a65c0ef1e7;gvc_3733f2c720da;gvc_7e7669b5755e,Band Horizontal Pallof Press | Resistance Band Horizontal Pallof Press | Resistance Band Horizontal Pallof Press W,Resistance Band Horizontal Pallof Press,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,3,2,1,MANUAL_QA_REQUIRED
gvs_4b10be306d68605e,gvc_2513a00dd305,Band Incline Alternate Hammer Curl Upper Arms1,Resistance Band Incline Alternate Hammer Curl Upper Arms1,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,name,이두근,,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_4976072d9bcf519d,gvc_290e35bcbb9e,Band Incline Bench Press,Resistance Band Incline Bench Press,밴드 인클라인 벤치프레스,AUTO_PHRASE_DRAFT,Chest,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,가슴,source,대흉근,삼두근 / 전면 삼각근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_5fb86f387c77d096,gvc_51257b5096a1,Band Incline Biceps Curl,Resistance Band Incline Biceps Curl,밴드 인클라인 바이셉 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,이두근,,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_7199b4422f29ac5c,gvc_52e21447ac53,Band Incline Chest Fly,Resistance Band Incline Chest Fly,밴드 인클라인 체스트 플라이,AUTO_PHRASE_DRAFT,Chest,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,가슴,source,대흉근,삼두근 / 전면 삼각근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_63633a47716bd117,gvc_a96d15781d3b,Band Incline Chest Press,Resistance Band Incline Chest Press,밴드 인클라인 체스트 프레스,AUTO_PHRASE_DRAFT,Chest,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,가슴,source,대흉근,삼두근 / 전면 삼각근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_046cb3a46d837482,gvc_9e95adc9a8f8,Band Incline Fly,Resistance Band Incline Fly,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,가슴,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_30fc1a432ad3f03b,gvc_2429e30332c3,Band Incline Hammer Curl,Resistance Band Incline Hammer Curl,밴드 인클라인 해머 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,이두근,,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_0ae85a471ee06daf,gvc_c64914c7e8b5,Band Incline Hammer Press,Resistance Band Incline Hammer Press,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,가슴,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_0452082cbd4540a2,gvc_4e6d7c0b0fd7,Band Incline Palm In Press,Resistance Band Incline Palm In Press,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,가슴,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_ce9a585fcd6d030f,gvc_9cc1b2004353,Resistance Band Incline Reverse Hyperextension (ma,Resistance Band Incline Reverse Hyperextension,밴드 인클라인 리버스 하이퍼익스텐션,AUTO_PHRASE_DRAFT,,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,,unknown,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_1d92584e3e6b5210,gvc_074293c9e477,Band Incline Row,Resistance Band Incline Row,밴드 인클라인 로우,AUTO_PHRASE_DRAFT,Back,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,등,source,등 상부 / 광배근,이두근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_ca4f223bba3a52cb,gvc_65f9ddda3968,Band Incline T Raise,Resistance Band Incline T Raise,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,어깨,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_e78e738738ce7e87,gvc_1f2abbe292bc,Band Incline Triceps Extension,Resistance Band Incline Triceps Extension,밴드 인클라인 트라이셉 익스텐션,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,삼두근,,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
