working_id,source_candidate_ids,source_name_variants,name_en_normalized,name_ko_draft,name_ko_status,vendor_body_tags,catalog_status,catalog_reason,equipment,equipment_confidence,body_part_ko,body_confidence,primary_muscles_ko,secondary_muscles_ko,muscle_confidence,recording_type,recording_confidence,source_recording_candidates,semantic_flags,source_media_count,male_source_count,female_source_count,qa_status
gvs_0cf59144f8d2de62,gvc_72f4fafc7888,90 Degree Heel Touch,90 Degree Heel Touch,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,3,2,1,MANUAL_QA_REQUIRED
gvs_6dcedc0c63bab4e2,gvc_c7c717623fe6,90 Degree Heel Touch Against Wall,90 Degree Heel Touch Against Wall,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_2a60eed9a249cfc5,gvc_2b4a773ddeee,90 Degree Single Knee Crunch,90 Degree Single Knee Crunch,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_c0058582fc9fd8ec,gvc_93553e778480,90 To 90 (beginner),90 To 90 (Beginner),,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_87185062813bbef4,gvc_d940601f6f0b,90 To 90 Hip Leans,90 To 90 Hip Leans,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_f68efeb1adc8d8c9,gvc_2131b043cfb2,90 To 90 Knee Thrust,90 To 90 Knee Thrust,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_d1bd39be6bed80b0,gvc_b336152755b5,90 To 90 Lean,90 To 90 Lean,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_981fd2359567b1a5,gvc_51455d73978c,90 To 90 Leg Lift And Kickout,90 To 90 Leg Lift And Kickout,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_6d7ee12f666df8d7,gvc_e2144a10b8ef,90 To 90 To Shin Box Step Through,90 To 90 To Shin Box Step Through,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_7d811136262958cc,gvc_e5c7e75aa100,Ab Mat Sit Up,Ab Mat Sit Up,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_e17baa150e9bcfc9,gvc_86bc51208a0c,Ab Roller Crunch,Ab Roller Crunch,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_255c74321e225424,gvc_2756e2685509,Ab Tuck,Ab Tuck,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_0214ee451fa9f255,gvc_5f2130a4f51e,Ab Twist Toe Tap,Ab Twist Toe Tap,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_4fd016b323a38e6b,gvc_3249bcc78323;gvc_b2e0f7a306dc,Air Bike | Air Bike (version 2),Air Bike,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_2bfbcea068e52258,gvc_750fd6a1fc25;gvc_89403394cc9b,Air Twisting Crunch | Air Twisting Crunch (version 2),Air Twisting Crunch,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,3,2,1,MANUAL_QA_REQUIRED
gvs_f1856e4e7d6a5c78,gvc_da3173d1ac1a,Alternate Bent Leg 45 Degree Extension,Alternate Bent Leg 45 Degree Extension,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_1c4e9205badf8659,gvc_e1cb25f6f816,Alternate Donkey Kick,Alternate Donkey Kick,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_71fb526cb3b64b12,gvc_e3b4ace0a18e,Alternate Frog Crunch,Alternate Frog Crunch,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_ff259638fc3f6b0a,gvc_3db46c0d7078,Alternate Heel Tap Sit Agains Wall,Alternate Heel Tap Sit Against Wall,,MANUAL,Calves,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_6f663eeb45413263,gvc_b12eba407e79,Alternate Heel Touch Side Kick Squat,Alternate Heel Touch Side Kick Squat,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_5cf49c9ce49c04d2,gvc_f87c58e5af55,Alternate Heel Touchers,Alternate Heel Touchers,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,4,3,1,MANUAL_QA_REQUIRED
gvs_fbfc66ec5b8a03d6,gvc_8c94917f03d8,Alternate Leg Kick Sit Agains Wall,Alternate Leg Kick Sit Against Wall,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_b6f4d04195949281,gvc_1ea6d8560692,Alternate Leg Pull,Alternate Leg Pull,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_148535d09bcab6a6,gvc_884bf07f6df1,Alternate Leg Raise,Alternate Leg Raise,얼터네이트 레그 레이즈,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,복직근,,name_high,reps,bodyweight,reps,BODY_MUSCLE_FAMILY_CONFLICT,2,1,1,MANUAL_QA_REQUIRED
gvs_2e9e176b7a46356b,gvc_0a51478b7596;gvc_329291ce686c,Alternate Leg Raise With Head Up | Alternate Leg Raise With Head Up (version 2),Alternate Leg Raise With Head Up,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,3,2,1,MANUAL_QA_REQUIRED
gvs_0e86c78b9d3c472b,gvc_55b6c251fe87,Alternate Leg Reach Crunch,Alternate Leg Reach Crunch,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_18cf2d0e17dbf780,gvc_c26da9f9200b,Alternate Lying Floor Leg Raise,Alternate Lying Floor Leg Raise,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_967f5997b0710897,gvc_0e345cbb433e,Alternate Oblique Crunch,Alternate Oblique Crunch,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_6f19aea4c4f47c36,gvc_0ed3c184229c,Alternate Side Place Leg,Alternate Side Place Leg,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_da472f75f4d67381,gvc_991ad006b45f,Alternate Single Leg Glute Bridge,Alternate Single Leg Glute Bridge,얼터네이트 싱글 레그 글루트 브리지,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,둔근,햄스트링,name_high,reps,bodyweight,,,1,0,1,AUTO_DRAFT_COMPLETE
gvs_ab7d9a168797cc00,gvc_1ddf87be7f06,Alternate Single Leg Raise Plank,Alternate Single Leg Raise Plank,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,복직근,,name_high,reps,bodyweight,duration,BODY_MUSCLE_FAMILY_CONFLICT,1,1,0,MANUAL_QA_REQUIRED
gvs_bac9fcc01e3eb65e,gvc_2e267a6e3476,Alternate Single Leg Sit Wall,Alternate Single Leg Sit Wall,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_dfdd0b0307440ffb,gvc_2fe9e7c29ef6,Alternate Sprinter Lunge,Alternate Sprinter Lunge,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_a69425f2f3a98f8c,gvc_14063d8a073c,Alternate Toe Tap Leg Lift,Alternate Toe Tap Leg Lift,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_6028aca2bb77a324,gvc_b39d903ba0d9,Alternate Upper Chest Raise,Alternate Upper Chest Raise,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_2ba54f7e018c71d0,gvc_1e0e013cbbd8,Alternate V Feet Raises,Alternate V Feet Raises,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_e0267d6f352f9eb7,gvc_f645120ffb30,Alternating Superman,Alternating Superman,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_9e13cff957e926b1,gvc_d94938853bf4,Ankle Circles,Ankle Circles,,MANUAL,Calves,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_f1dd9d16ea80d1f4,gvc_8c20ab0026ca,Archer Pull Up,Archer Pull Up,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,광배근,이두근 / 승모근,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_7beac81035e26dca,gvc_42bc9f693965,Archer Push Up,Archer Push Up,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_c6b6e0c206f2bd9c,gvc_8e853db779f6,Arm Circles,Arm Circles,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,어깨,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_9366fb46c62f9f04,gvc_751fe9f84e71,Arm Crossover,Arm Crossover,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_5dbcad9aad1eed4c,gvc_ee4a081413a3,Arm Crossover Chest Out,Arm Crossover Chest Out,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_0582bb60b0f04b02,gvc_c7652305c24d,Arm Double Crossover,Arm Double Crossover,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_1f87e91b96475153,gvc_5aa3227ea082,Arm Leg Lift To Split Squat,Arm Leg Lift To Split Squat,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_6f3c85c4e3021802,gvc_0fb98cfde2d3,Arm Rotation Knee Lift,Arm Rotation Knee Lift,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_fcc710be9668f5bc,gvc_b1f14ec40d4d,Arm Slingers Hanging Straight Legs,Arm Slingers Hanging Straight Legs,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_252a1b0df2bb3ab9,gvc_152863335607,Arm Tuck Side Bend,Arm Tuck Side Bend,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,복사근,코어,name_high,reps,bodyweight,,BODY_MUSCLE_FAMILY_CONFLICT,1,0,1,MANUAL_QA_REQUIRED
gvs_1505b3e36ea8fbfb,gvc_26208c6ed1d8,Arms Apart Circular Toe Touch,Arms Apart Circular Toe Touch,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_dbbfad9c6c643d06,gvc_fce88c266500,Arms Forward And Behind The Neck,Arms Forward And Behind The Neck,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,어깨,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_d9bf4d8b447a74eb,gvc_b57bc19f3465,Arms Overhead Full Sit Up,Arms Overhead Full Sit Up,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_e9126bc3a198a1d3,gvc_0db83ab01d80,Around The World Lying On Floor,Around The World Lying On Floor,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_46ce0716df126212,gvc_a52a19862179;gvc_bfac4e117517,Around The World Superman | Around The World Superman (version 2),Around The World Superman,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,3,2,1,MANUAL_QA_REQUIRED
gvs_d93fa41ccd14c43a,gvc_0afc5d4b1f7c,Around The World Superman Hold,Around The World Superman Hold,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,duration,semantic,,,2,1,1,MANUAL_QA_REQUIRED
gvs_b185d25dcf130739,gvc_7328eadaf3cf,Assisted Bulgarian Split Squat,Assisted Bulgarian Split Squat,어시스트 불가리안 스플릿 스쿼트,AUTO_PHRASE_DRAFT,Thighs,MVP_CANDIDATE,Resistance/strength candidate,,unknown,하체,source,대퇴사두근,둔근,name_high,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_baab1d07cce5ecaf,gvc_f706073b50f9,Assisted Chin Up On A Bench,Assisted Chin Up On A Bench,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,,unknown,등,source,광배근,이두근 / 승모근,name_high,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_3e5f25ab1670c66b,gvc_8624c1109d94,Assisted Close Grip Underhand Chin Up,Assisted Close Grip Underhand Chin Up,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,,unknown,등,source,광배근,이두근 / 승모근,name_high,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_c75d0084146c218e,gvc_0cebc5470aee,Assisted Hyperextension,Assisted Hyperextension,어시스트 하이퍼익스텐션,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,,unknown,하체,source,,,unsupported,,review,,,2,1,1,MANUAL_QA_REQUIRED
gvs_0b64aa07f532734f,gvc_8ef7312c24c1,Assisted Inverse Leg Curl,Assisted Inverse Leg Curl,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,,unknown,하체,source,햄스트링,,name_high,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_448a09729b333108,gvc_e05e83527b48,Assisted Parallel Close Grip Pull Up,Assisted Parallel Close Grip Pull Up,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,,unknown,등,source,광배근,이두근 / 승모근,name_high,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_05857c6b5f4daab3,gvc_c5d6b01a597b,Assisted Partial Range Inverse Leg Curl,Assisted Partial Range Inverse Leg Curl,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,,unknown,하체,source,햄스트링,,name_high,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_cf77f120d2de9b82,gvc_de0c5716eb2f,Assisted Pull Up,Assisted Pull Up,어시스트 풀업,AUTO_PHRASE_DRAFT,Back,MVP_CANDIDATE,Resistance/strength candidate,,unknown,등,source,광배근,이두근 / 승모근,name_high,assisted_weight_reps,policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_4b0114d45af03a32,gvc_83b71bbdfeb6,Assisted Single Arm Pull Up,Assisted Single Arm Pull Up,어시스트 원암 풀업,AUTO_PHRASE_DRAFT,Back,MVP_CANDIDATE,Resistance/strength candidate,,unknown,등,source,광배근,이두근 / 승모근,name_high,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_7f5d2256f5fb9388,gvc_4c64564b8a25,Assisted Single Leg Press,Assisted Single Leg Press,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,,unknown,하체,source,대퇴사두근,둔근,name_high,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_2b105ec6c7306ec8,gvc_48f35a787bc8,Assisted Sit Up,Assisted Sit Up,어시스트 싯업,AUTO_PHRASE_DRAFT,Waist,MVP_CANDIDATE,Resistance/strength candidate,,unknown,코어,source,복직근,,name_high,,review,reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_3bd44644d480b546,gvc_959ae7618bd3,Assisted Triceps Dip (kneeling),Assisted Triceps Dip (Kneeling),,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,,unknown,팔,source,,,unsupported,assisted_weight_reps,policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_99d69ba31d02e563,gvc_44e5698c4005,Atomic Sit Up,Atomic Sit Up,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_6fd38a67a1d3977f,gvc_d7cb58226f00,Axle Deadlift,Axle Deadlift,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,둔근 / 햄스트링,등 / 코어,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_8457bfc083ae3a56,gvc_25ced99d7df4,Aztec Push Up,Aztec Push Up,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_7bb38886d1ef4558,gvc_335a65a80ced,Back Extension On Exercise Ball,Back Extension On Exercise Ball,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_1855d6f8dcf6e54e,gvc_74e1d4f189f5,Back Forward Leg Swings,Back Forward Leg Swings,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_14a43f2f275009c7,gvc_16b9dac24b8a,Back Lever,Back Lever,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Machine,source,등,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_4cc507df516cc3ef,gvc_d49021c32ba6,Back Scrub,Back Scrub,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_2b5120d017c8a572,gvc_00cbd42e4015,Back Squeeze,Back Squeeze,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,어깨,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_7cce3730fc5e495e,gvc_6e653be2f99d,Back Steps Plank,Back Steps Plank,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,코어,,name_high,duration,semantic,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_dff8187d294e7bcd,gvc_45e1e083911c,Backhand Raise,Backhand Raise,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
